Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARCE,Arco Platform Limited,41.53,$942.78M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Holdings Inc.,9.34,$122.53M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",2.68,$167.77M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",62.16,$3.08B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,18.08,$7.71B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,143.36,$5.45B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,10.62,$86.1M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,20.3929,$71.35M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,1.9,$50.66M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",11.89,$1.43B,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,46.72,$10.42B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
DWCR,Arrow DWA Country Rotation ETF,27.62,$15.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.05,$4.42M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,33.81,$489.71M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",26.78,$2.54B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ARTL,"Artelo Biosciences, Inc.",4.17,$14.23M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.8273,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,36.52,$338.71M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.115,$9.06M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",24.92,$805.57M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,10.17,$182.74M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.67,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",0.4857,$96.07M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,116.02,$5.52B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",1.07,$13.36M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.1101,$29.16M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,3.49,$111.85M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,213.83,$91.02B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,4.14,$77.2M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",128.41,$8.86B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",14.43,$369.42M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",3.38,$217.69M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",7.15,$47.8M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",31.46,$708.81M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,41.01,$1.34B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",26,$182.21M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,2.5,$14.44M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,9.55,$147.12M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",6.895,$68.33M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,2.45,$58.3M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",19.76,$915.3M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATNX,"Athenex, Inc.",18.77,$1.45B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.64,$245.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATIF,ATIF Holdings Limited,3.1,$120.9M,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif
AAME,Atlantic American Corporation,2.3704,$47.75M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",17.23,$415.32M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
AUB,Atlantic Union Bankshares Corporation,35.04,$2.88B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aub
AY,Atlantica Yield plc,23.09,$2.31B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,4.0401,$64.54M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,41.63,$1.08B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",0.7692,$9.18M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",9.0852,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,133.36,$32.15B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",59.59,$953.07M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,4.66,$71.44M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,2.3,$20.99M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
BCEL,"Atreca, Inc.",16.32,$437.12M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcel
ATRC,"AtriCure, Inc.",31.54,$1.22B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,823.4,$1.53B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,1.75,$6.03M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.221,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atisw
LIFE,"aTyr Pharma, Inc.",5.25,$18.53M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",32.45,$116.2M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",38.8,$1.72B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,15.55,$456.35M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",7.84,$59.92M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,6.4,$586.54M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding Ltd.,2.68,$5.99M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,4.9,$562.63M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",172,$37.77B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,16.33,$734.48M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",164.09,$71.42B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",3.6,$47.32M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,2.12,$79.19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,2.42,$183.09M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
AVDR,"Avedro, Inc",19.79,$338.61M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr
ATXI,"Avenue Therapeutics, Inc.",6.169,$102.15M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",0.687,$110.43M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",13.7002,$73.67M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",5.99,$336.26M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",27.0444,$18.93M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",9.74,$413.13M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",2.82,$18.1M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",34.87,$2.65B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AVT,"Avnet, Inc.",45.11,$4.8B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",15.92,$384.42M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.27,$70.47M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",15.15,$499.07M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXLA,Axcella Health Inc.,9.04,$207.99M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/axla
AXGN,"AxoGen, Inc.",19.83,$777.44M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",64.32,$3.8B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",41,$1.16B,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXGT,Axovant Gene Therapies Ltd.,6.55,$149.21M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axgt
AXSM,"Axsome Therapeutics, Inc.",27.33,$910.23M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,4.17,$167.22M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",1.84,$30.66M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",1.4371,$30.27M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,1.45,$54.05M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",20.25,$537.15M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",25.16,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",26.3978,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",25.78,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.7091,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYO,"B. Riley Financial, Inc.",25.184,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyo
RILYZ,"B. Riley Financial, Inc.",25.5904,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.77,$10.69M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",118.56,$41.5B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,99.31,$3.21B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",4,$930.42M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,56.01,$1.83B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.8367,$26.84M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.7,$52.69M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,77.44,$1.78B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BFC,Bank First Corporation,70.06,$460.79M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc
BOCH,Bank of Commerce Holdings (CA),10.66,$194.15M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,42.11,$578.95M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,47.38,$47.38M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,19.07,$105.2M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",14.76,$64.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZK,Bank OZK,29.27,$3.77B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk
BSVN,Bank7 Corp.,18.15,$184.9M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn
BFIN,BankFinancial Corporation,13.93,$216.16M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BFL,BankFlorida,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfl
BWFG,"Bankwell Financial Group, Inc.",28.87,$227.31M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,54.72,$1.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,54.7,$3.28B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,71.935,$5.12M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,26.1866,$3.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfvs
DLBS,Barclays PLC,11.3515,$8.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,64.4342,$5.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,32.305,$4.15M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,84.709,$5.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,12.1002,$26.24M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,68.028,$4.66M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,27.7761,$4.08M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,15.95,$9.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tapr
BBSI,"Barrett Business Services, Inc.",80.97,$599.97M,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
GOLD,Barrick Gold Corporation,15.88,$27.82B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
BSET,"Bassett Furniture Industries, Incorporated",13.2,$137.41M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
GLG,"Bat Group, Inc.",0.4793,$4.14M,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg
ZTEST,BATS BZX Exchange,10.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ztest
BCML,BayCom Corp,23.03,$276.51M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
BCBP,"BCB Bancorp, Inc. (NJ)",12.79,$209.74M,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",36.9,$2.53B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",3.15,$87.78M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBBY,Bed Bath & Beyond Inc.,11.14,$1.43B,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",129.96,$7.79B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,14.75,$180.69M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,16.93,$207.39M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",0.62,$42.72M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",1.59,$73.15M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
BNFT,"Benefitfocus, Inc.",25.5,$829.53M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,0.719,$9.24M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.05,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw
BRY,Berry Petroleum Corporation,10.12,$828.62M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bry
AITB,"Beyond Air, Inc.",5.53,$56.36M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aitb
BYND,"Beyond Meat, Inc.",151.5,$9.11B,2019,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bynd
BYSI,"BeyondSpring, Inc.",21.28,$493.37M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bysi
BGCP,"BGC Partners, Inc.",5.4,$1.84B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp
BCYC,Bicycle Therapeutics plc,9.11,$161.21M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcyc
BGFV,Big 5 Sporting Goods Corporation,2.01,$43.47M,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bgfv
BRPA,Big Rock Partners Acquisition Corp.,10.4,$93.97M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpa
BRPAR,Big Rock Partners Acquisition Corp.,0.19,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpar
BRPAU,Big Rock Partners Acquisition Corp.,10.65,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpau
BRPAW,Big Rock Partners Acquisition Corp.,0.2,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpaw
BILI,Bilibili Inc.,16.63,$5.42B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/bili
BASI,"Bioanalytical Systems, Inc.",1.98,$20.38M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi
BIOC,"Biocept, Inc.",1.04,$19.62M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",3.69,$407.05M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",4.75,$425.19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bdsi
BFRA,Biofrontera AG,18.22,$406.6M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bfra
BIIB,Biogen Inc.,238.27,$46.2B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib
BHTG,"BioHiTech Global, Inc.",1.77,$26.39M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bhtg
BKYI,"BIO-key International, Inc.",1.27,$17.88M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bkyi
BIOL,"Biolase, Inc.",1.4525,$30.93M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",15.7,$295.15M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/blfs
BLRX,BioLineRx Ltd.,0.333,$48.8M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,84.15,$15.07B,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn
BMRA,"Biomerica, Inc.",2.675,$25.86M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bmra
BNGO,"Bionano Genomics, Inc.",2.36,$25.59M,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bngo
BNGOW,"Bionano Genomics, Inc.",0.7496,n/a,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bngow
BVXV,BiondVax Pharmaceuticals Ltd.,5.7,$37.25M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,0.97,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxvw
BNKL,Bionik Laboratories Corp.,3.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bnkl
BPTH,"Bio-Path Holdings, Inc.",14.28,$40.43M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpth
BIOS,"BioScrip, Inc.",2.5,$372.03M,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/bios
BSGM,"BioSig Technologies, Inc.",8.88,$181.11M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/bsgm
BSTC,BioSpecifics Technologies Corp,61.89,$450.99M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bstc
TECH,Bio-Techne Corp,216.72,$8.21B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech
BEAT,"BioTelemetry, Inc.",48.63,$1.64B,2008,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/beat
BTAI,"BioXcel Therapeutics, Inc.",11.4,$178.59M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/btai
BIQI,BIQI International Holdings Corporation,0.7282,$5.85M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/biqi
BJRI,"BJ&#39;s Restaurants, Inc.",43.65,$905.05M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri
BRAC,Black Ridge Acquisition Corp.,10.05,$177.83M,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/brac
BRACR,Black Ridge Acquisition Corp.,0.312,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/bracr
BRACU,Black Ridge Acquisition Corp.,11.5,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/bracu
BRACW,Black Ridge Acquisition Corp.,0.37,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/bracw
BLKB,"Blackbaud, Inc.",83.67,$4.12B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb
BL,"BlackLine, Inc.",49.67,$2.73B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl
BKCC,BlackRock Capital Investment Corporation,6.09,$419.21M,2007,n/a,n/a,https://www.nasdaq.com/symbol/bkcc
TCPC,BlackRock TCP Capital Corp.,14.29,$839.76M,2012,n/a,n/a,https://www.nasdaq.com/symbol/tcpc
BLNK,Blink Charging Co.,2.72,$71.36M,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnk
BLNKW,Blink Charging Co.,0.551,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnkw
BLMN,"Bloomin&#39; Brands, Inc.",18.1,$1.66B,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn
